gene,log2fc,pval,neg_log10_pval
'AKR1C2',1.2558347383360464,5.813231779738901e-29,28.235582360915128
'SNRNP25',1.2552788079283617,1.6071421064979144e-19,18.793945720411962
'SERPINB5',1.2552154340953527,1.2277120087204382e-48,47.91090349613617
'LGALS7',1.252293626387121,5.800611860150069e-37,36.236526193769535
'ANXA8L2',1.2522878557881645,1.355381909848595e-32,31.867938315143803
'ABT1',1.2505982836958776,1.956597493014282e-30,29.708498507270974
'HSPA4',1.249827718122882,4.31788177854298e-38,37.36472925260607
'BLVRB',1.2479517147636898,4.056836463918944e-42,41.39181249888899
'GSTM3',1.245635970862471,6.786725253070028e-15,14.168339731991797
'TATDN1',1.2452205701816763,1.2488676947616615e-20,19.903483568414064
'TMEM11',1.2448442827809254,2.3683941641097656e-32,31.625546017720946
'PWP1',1.2435081860780461,2.639638654532852e-42,41.578455520510175
'CMSS1',1.242802166532521,1.173004240867829e-27,26.930700417737697
'CDC123',1.2426659924889323,8.932594315947538e-41,40.04902238954709
'AKIRIN1',1.2411645272045797,1.3081393541307077e-17,16.883345988805107
'NOP2',1.2411325655020422,7.421543844789542e-27,26.12950574249314
'UBE2E3',1.2399137701427732,7.36742170709756e-32,31.132684470660415
'PIGF',1.2393767700592402,1.0708310274592734e-20,19.970279053567353
'TNC',1.2393113941950928,4.793838273109075e-34,33.319316621591696
'VDAC3',1.238835665545749,4.693351104112471e-43,42.32851695550944
'MTFP1',1.2374616551029063,6.839348293765219e-17,16.164985279260282
'DNAJC9',1.2365173629143655,1.4725081115803395e-25,24.83194230414366
'NRBP1',1.236493747947813,1.6152721316002802e-37,36.79175429977485
'VAMP3',1.2361515074287024,6.461664297634549e-25,24.18965560860126
'TRAPPC2L',1.235774591323843,9.446783318250648e-33,32.02471604598256
'LTBR',1.2350414816660507,6.7132116151617806e-43,42.173069662684206
'VPS4A',1.2347816182491127,1.675942762675036e-27,26.77574081761437
'MRPL39',1.2344439872186073,4.8594266656641315e-22,21.31341496749214
'NSF',1.2342054719618083,8.793513477102938e-24,23.05583756646871
'ITGA5',1.2337588146675502,6.967390289351472e-19,18.15692986109394
'COMMD4',1.2333567750833683,1.6185741308311304e-22,21.79086740508215
'GART',1.2333304347756309,9.97178935609333e-34,33.00122690410053
'SMUG1',1.2332680560461968,7.864998351517735e-24,23.104301364067627
'HADHA',1.2323678370095286,1.6782215687567278e-49,48.775150701590775
'ALCAM',1.2321237563967193,1.0147059483487068e-25,24.99365979372277
'CIRH1A',1.2315174455732854,2.169310528245859e-34,33.66367827599374
'SPHK1',1.2302048752816757,1.9171862016232834e-16,15.717335705374195
'NXT1',1.2290061484354793,5.198072976456716e-25,24.284157627672638
'NUP93',1.2283348965615402,5.35813075070033e-26,25.270986692815377
'MRPL21',1.2274012214880412,4.468415346685732e-34,33.34984646528114
'C1S',1.226634684050143,9.386290702242561e-42,41.027505999407055
'CLDN1',1.2263305373445508,1.5270229498339872e-26,25.816154435824153
'GSS',1.2244774961129403,2.076007822505982e-27,26.68277101437619
'COPS5',1.2236807697168917,5.4140551185845684e-36,35.266477327144145
'EFEMP1',1.2234731956953377,1.4372709063577058e-22,21.84246136544438
'PRKAG1',1.2233474835273357,1.5233546571636097e-21,20.817198975378254
'NDRG1',1.2219338386540064,1.5780618069659872e-39,38.80187599105144
'LOC152217',1.2206385774223147,8.098720849470722e-38,37.09158357024301
'GTF3C5',1.2205949714905862,1.2218584751273827e-27,26.912979094445898
'DDB1',1.220151689826431,3.166153873931823e-40,39.499467982406195
'APEH',1.217849270618438,2.360799650557484e-25,24.626940867791802
'PSAT1',1.2174021732891556,3.571128279197944e-16,15.447194549149923
'CIAPIN1',1.2171439290157862,3.273029071242568e-29,28.485050137244958
'TRAP1',1.2156121423669286,1.0665021181982997e-38,37.972038277653915
'IFI27L2',1.2136464882388236,3.675966034974428e-36,35.434628510042
'TUBB',1.2134497097288486,1.4052666678175502e-62,61.8522412548532
'PSMD7',1.2131976898500823,2.878880503567225e-58,57.54077636142216
'DCTN2',1.2120316504749014,7.00869873466323e-33,32.15436260754183
'GTPBP4',1.2118814855094326,1.929360004294052e-29,28.714586728659494
'LGALS7B',1.211520225156,4.5428627254221416e-33,32.34267038634021
'HK1',1.2112334127643754,2.9749628597522457e-41,40.52651845175235
'MPST',1.2090893596426682,3.1143786200584054e-22,21.50662859067396
'FIBP',1.2080161029949987,1.0459461968202023e-31,30.980490654880853
'ANXA8L1',1.2079545726019731,8.679689008469639e-32,31.061495835229632
'NFU1',1.2074082866557208,2.9511101705428904e-22,21.530014577160244
'MARCH7',1.2069545272106488,4.915432523815473e-37,36.30843826126182
'THAP4',1.2067680079166079,4.27931154137021e-23,22.36862609496669
'MRPS15',1.2067029040430404,2.140312212893777e-38,37.66952287036723
'COPS7A',1.206197623569143,8.843292987721266e-33,32.05338598610748
'VPS72',1.2055544497721091,1.4856268494778863e-29,28.828090260268063
'COQ9',1.2049932854023413,1.0813047606687802e-23,22.966051884933776
'GPR56',1.2047988027619538,4.2420861243312256e-32,31.372420518529943
'TMEM106C',1.204668339490654,3.857215119542186e-26,25.41372613955634
'TP63',1.2043181963884146,2.5010826916857333e-55,54.60187194923346
'MRPS11',1.2042195421097444,1.4340195322910968e-25,24.843444933250876
'TRIM29',1.2028747995634952,1.2549195059842602e-45,44.9013841301415
'GLRX3',1.202444836302915,3.690901810171765e-40,39.43286750827706
'HMOX2',1.2015785629003297,1.5721440204992447e-32,31.803507671755195
'DUSP11',1.2011967855986394,4.3336504577373166e-30,29.363146120796035
'TSPAN6',1.1999641124103049,7.20125993681297e-26,25.142591512494448
'ETHE1',1.1996677909141584,4.1802056769837685e-21,20.378802349282005
'SLC35B2',1.1993888965871147,4.096173081451162e-22,21.38762170077953
'PLAU',1.1986835155190674,2.208773980581742e-23,22.655848722339606
'MRPL28',1.1957969479438304,9.349972248461022e-36,35.02918967814974
'SIVA1',1.195514545896868,1.5466592761127329e-34,33.8106053493918
'TMEM9',1.194555831180279,1.0772663994974635e-39,38.967676885815095
'SERPINH1',1.1932925117481772,7.492991935161561e-33,32.125344734840404
'GLO1',1.191552676842698,6.507976139758642e-44,43.186554047989354
'COA4',1.1913919191907814,2.445540888389884e-23,22.611625071565392
'DEF8',1.1912182374467775,7.142543183895998e-22,21.146147125187987
'BRMS1',1.1909352432835167,1.369104964573294e-28,27.863563254723942
'ANXA4',1.1884911334822252,8.885594347285012e-35,34.05131351742387
'NAE1',1.1871987947658238,2.4862851696265187e-34,33.60444906053249
'MAF1',1.18638147022584,4.394729173960068e-29,28.35706788324749
'MX1',1.1863404723788382,2.3638902933659167e-34,33.62637268265177
'ZNHIT3',1.1862331892035707,2.150830095576222e-24,23.667393895269477
'MRPL46',1.1840968796784137,6.328170947759949e-19,18.198721797420294
'FARSA',1.1836752650327087,1.4929299097327486e-38,37.825960581110095
'DNAJA3',1.1835794495489331,2.3888659073604573e-25,24.6218082275326
'TRMT1',1.1831176772132015,2.4252372340381927e-19,18.615245772775356
'UPK3BL',1.1829721916319191,3.5587022061273516e-32,31.44870835244198
'ZNF410',1.1820840958423413,2.2057225213602428e-20,19.65644912245868
'EPCAM',1.181925304633117,2.007048577649961e-19,18.697442115928055
'NSUN2',1.1818862346379804,2.5431192945919263e-40,39.59463326712754
'SKP2',1.1810623859454061,8.922052606306674e-29,28.049535220394855
'CNIH4',1.180457526719179,1.4627992551878e-52,51.83481526946327
'SNUPN',1.1780727590129838,7.810518534018121e-17,16.107320132705635
'DGCR6L',1.1778117784003197,5.805715830326392e-29,28.236144225194227
'APEX1',1.1774835136775674,2.2569451131620036e-40,39.64647900243784
'KARS',1.17591316919364,1.2880303897609028e-37,36.890073890120796
'DHX15',1.175087421953104,4.5646321787109294e-35,34.340594212476255
'ATP6V1H',1.1747604430839227,9.529147363836782e-22,21.02094595683771
'HEBP1',1.1731291503182315,9.126878803462428e-17,16.039677716461963
'ALG8',1.1730214927896372,6.5695184487421894e-18,17.182466463426326
'SPRR1B',1.1728816347549935,1.8479372660142177e-06,5.733312776344433
'TIMM10',1.1714437215703264,1.4885692677865428e-26,25.82723095146567
'TMEM183B',1.1691807980335727,2.3842717518422666e-29,28.62264424658302
'MRPL14',1.1668736494264516,2.433816504219516e-44,43.61371216818031
'CKMT1A',1.1667911242157867,4.523510695321697e-15,14.344524378506629
'IMP3',1.1661540605931309,1.935472901698677e-33,32.71321290480233
'NAPRT1',1.1657333045407285,7.283832732034146e-35,34.137640036022184
'HSPB11',1.165288969312911,2.971388700643187e-27,26.527040532476867
'MRPL4',1.1651300889489593,3.0219839772229137e-32,31.519707842651567
'KRT6B',1.1650576753398194,4.561315654417058e-30,29.340909872458024
'DDX19B',1.165018393039244,6.1817716633875585e-21,20.20888704054774
'UROD',1.1646415937663113,1.1529477751350784e-28,27.938190364417647
'ACTR3',1.1646240970835662,2.292257897404647e-55,54.63973652234215
'ARMCX6',1.1644186747733112,9.329628182625225e-13,12.03013566401897
'LTA4H',1.164305258776955,2.3228602397123311e-32,31.633976919751067
'SDHA',1.1639990000295037,7.787471600170026e-43,42.10860352414169
'CCDC109B',1.1611459829381834,2.7077916574283176e-19,18.56738475413389
'BST2',1.1604465357558893,1.5079272863437904e-45,44.821619600045175
'DEDD2',1.1591002100028336,6.589976076330125e-18,17.18111616202764
'EIF2B1',1.1576423110338458,3.046261432661249e-30,29.51623282789097
'CCT2',1.1571571901079585,1.4896115116277206e-50,49.82692698014826
'SAMM50',1.1563226349137254,4.312896755716636e-26,25.36523093808851
'TFG',1.1562067655884862,5.904368446402062e-52,51.22882654934786
'MRPS34',1.1559286314095834,8.771713438185388e-38,37.056915564665246
'POLDIP2',1.154852691368916,1.5602825263964554e-36,35.806796755142045
'GLA',1.1545018361400123,2.4165744404929716e-16,15.616799822251817
'RPP21',1.1543854367823911,2.7216430556397217e-31,30.56516883325868
'NUBP2',1.1542129619786314,9.031144595790223e-31,30.04425720426745
'DCAF13',1.1537710440106548,1.3536526891621282e-37,36.86849274963083
'EIF2B3',1.1530277571615888,5.1181443610887904e-20,19.29088746867547
'OAS1',1.1526613457187962,3.0486143551296736e-31,30.515897509721828
'MSN',1.152626649913696,5.080008566252823e-46,45.29413555537884
'MALSU1',1.152553041217331,1.0280033387705911e-17,16.988005474827816
'RRAGA',1.1518397125769353,4.965208509373959e-28,27.304062508987506
'THOC6',1.15059607301333,3.259339433065232e-28,27.486870409025197
'SERINC2',1.1505876649308402,3.965951032850236e-30,29.40165265228256
'ARPC1A',1.1504566425305218,3.450949961065003e-39,38.46206133795305
'GSTO1',1.1503674678227955,1.6538323438995922e-45,44.78150851885226
'HDAC1',1.1492842454697438,6.389549385936712e-43,42.19452976877457
'ZDHHC12',1.1490548632389144,4.4488631863640667e-26,25.351750949684803
'CTNNBL1',1.14902389656514,3.0047706584114353e-26,25.522188670279338
'RANBP1',1.148702489057593,7.818734788008301e-43,42.106863517917326
'PSMG2',1.1478974885129596,1.6253379746296213e-21,20.789056317605258
'FAM162A',1.1476786172324418,1.4093452554923108e-31,30.850982602215336
'LDHB',1.1472972807353687,1.008924131298191e-74,73.99614149045027
'MRPS18B',1.1472887982970095,1.5598493844853397e-31,30.806917334110153
'ZDHHC4',1.1465664548062082,4.724329330673435e-20,19.32565983554859
'MRPS10',1.1464221695206662,5.936207985632015e-29,28.226490891180866
'EBNA1BP2',1.1462407325481856,5.371387291118801e-42,41.26991353272376
'CHMP1A',1.1457010359167121,1.5171979027426148e-33,32.81895776630403
'TBCC',1.1453547127718429,5.775070285184303e-21,20.238442725845868
'TRUB2',1.1447203968364494,3.594580587005832e-24,23.44435177548279
'CYB5R2',1.1446843598151926,1.2472436410650398e-16,15.904048701585937
'MRPS12',1.144578641122622,8.239426158249456e-31,30.084103034053367
'LSM10',1.1437297504760773,4.504169709870781e-18,17.34638525433081
'PSPC1',1.1430153275192425,3.6832785130091447e-32,31.433765440501645
'MRPS23',1.142666166044213,3.949776105932355e-26,25.403427521769483
'PDRG1',1.1424872275209879,1.0283723509419791e-17,16.98784960841458
'RUVBL2',1.1420769223449658,1.2414293616199042e-34,33.90607798712953
'RRP1',1.1415827916696482,6.194590693054672e-23,22.207987384303312
'AHSA1',1.1395971599135077,1.7697073351357566e-40,39.752098549030734
'MRPS7',1.1386806965311709,5.305745447118502e-45,44.27525358992921
'FLAD1',1.138547823218623,2.191111836172429e-30,29.65933545512162
'ZNF593',1.138506061048628,1.875863052340476e-21,20.72679887053254
'UCKL1',1.135692747545635,1.4904108927747646e-21,20.826693984027887
'FDPS',1.1344909101041054,1.854750266098986e-38,37.73171455793925
'FXYD5',1.1333305429814091,8.110560110485807e-24,23.090949152633037
'ATF7IP',1.132413852455103,7.93101063050644e-39,38.10067146800569
'IFRD2',1.1324052537714724,4.4549243811834365e-25,24.351159663369753
'MPHOSPH6',1.1321181225426444,1.3096413874140191e-31,30.88284760876295
'XPA',1.131017380866954,5.025697313540788e-25,24.298803671536824
'EGLN2',1.1299245526285255,1.3510848011816384e-21,20.869317391518724
'TMEM223',1.1282095556500364,1.2673161715182018e-18,17.897115023304448
'IST1',1.1280165203595343,4.665090709552948e-43,42.331139907271115
'DGUOK',1.1278113586822378,9.354282763344224e-41,40.0289895062787
'MLST8',1.1271807519050456,1.2989882433759556e-22,21.886394779535173
'TIMM17A',1.1255946817034013,3.6440205890744808e-34,33.4384191778856
'NSMCE1',1.1251428701683366,1.766159066062757e-23,22.75297018501532
'ALDH2',1.1249502129327673,5.357999082058895e-26,25.27099736513184
'C16orf80',1.1240458386286987,3.1930739666872533e-27,26.49579102103085
'MRPL36',1.1238508345032527,1.0116836499596073e-35,34.99495526867725
'PGLS',1.1222333264507816,2.9211623359113027e-18,17.5344443075826
'NELFE',1.1212213906350623,2.774910232264238e-32,31.556751061645045
'DIABLO',1.1211986867516899,2.8873782689282373e-28,27.539496316449465
'CDK4',1.1205176594277684,2.250970173444093e-36,35.647630259594976
'IFI44',1.12033687128289,1.9984119595221492e-20,19.699314979921233
'CCDC167',1.11950538688446,1.658959679745012e-17,16.780164169175787
'KRT16',1.1188605690747466,3.1106198456981745e-30,29.507153061537924
'CNIH',1.118639412204695,2.250418068069315e-31,30.647736793982162
'MRPL16',1.1181124073570203,1.2193204558901275e-25,24.91388214021026
'MFAP2',1.1177718546842514,1.2532752134990527e-23,22.9019535494531
'NMD3',1.1177510363802476,1.011574533748063e-28,27.9950021124948
'PTPLAD1',1.1172473066204824,1.0155438932191948e-31,30.993301301042113
'ADH5',1.116578310912824,3.8274469717081634e-45,44.41709081762619
'SNRPA1',1.1165758871089364,6.836427829295751e-39,38.16517076659373
'ADPRHL2',1.1160221207645185,1.262516694479546e-18,17.898762870419276
'PGAM1',1.1158930396762081,7.436384494098278e-71,70.12863816336649
'ESD',1.1152289233863337,8.941061068672863e-32,31.048610938818726
'FTSJ2',1.1149477374022514,1.8520837342665816e-17,16.732339382390663
'EIF4EBP1',1.1149039102934466,6.1457769100328e-40,39.21142320856063
'ANP32B',1.1146049436322567,1.1210745739193126e-40,39.95036549716021
'CCT7',1.1127703883403848,2.245203405879139e-52,51.6487443076454
'CASP1',1.1127096941529764,1.0654830433084474e-22,21.972453457499448
'POLE4',1.1113367932073883,7.026646310860512e-24,23.15325190630445
'ETFB',1.110537230789911,1.2127177118842535e-39,38.91624027946188
'PLGRKT',1.1104567121612736,4.225738517618849e-25,24.37409737994548
'LAMA3',1.108641086440725,2.2995191397262295e-29,28.638362971285467
'NGDN',1.1085488197936655,5.4259083015804545e-24,23.26552755013471
'ATXN10',1.1081048012995105,1.085212118918522e-37,36.9644853649749
'MMP3',1.1075025581493567,1.2805726239555269e-05,4.892595786747471
'MPG',1.1070365300665719,1.0778451385381598e-22,21.967443632757476
'MPLKIP',1.104303188077874,1.596717632343119e-31,30.796771878825687
'RPF2',1.1042712672779793,8.794927910009385e-24,23.055767716003388
'SLC25A39',1.103429671745842,9.463709706877907e-45,44.023938589875755
'NUP85',1.1033334956687912,6.898881261179555e-23,22.16122132976833
'MRPL43',1.103212854415946,2.833343709244321e-23,22.54770073858444
'ZNF622',1.1022706428333298,2.8055427072516125e-24,23.551983115881377
'MAD2L1BP',1.1017575499726784,1.7833165757833183e-13,12.74877155367733
'H2AFV',1.1016844157810417,1.1294302043954673e-34,33.947140602089775
'NFE2L2',1.1004056909962872,1.2630139277140774e-45,44.898591860295014
'PARP1',1.0992401302292558,7.8340967718665e-36,35.10601106806668
'BLVRA',1.0990728682120405,7.975266039132025e-27,26.09825482082252
'KRT17',1.09902497237977,5.017559346355999e-77,76.2995074820906
'ILVBL',1.098872376068819,5.486712520675432e-19,18.260687794306396
'PSME3',1.0988373525217159,1.9071359142078434e-37,36.719618355361376
'GNL2',1.0968706697205954,3.5711089325837486e-29,28.447196901949905
'TMPRSS4',1.0957259596306683,4.6013315057525e-26,25.337116476595526
'VWA9',1.0948770456460788,8.00613517726657e-20,19.096577081449833
'TOR3A',1.0945172057875974,1.7279329967656375e-19,18.762473101960786
'IGFBP6',1.0940061332140896,7.071354968674141e-20,19.15049736144544
'POLD2',1.0928127148236286,6.204929020547661e-39,38.20726318212025
'IMMT',1.0911559729173925,5.8911955504498684e-30,29.229796561193428
'NAA20',1.0908167350158946,9.45713015277816e-43,42.02424063398958
'STIP1',1.0898474192541883,3.9197361286509285e-36,35.40674316811425
'POLR2H',1.0892925191339695,1.7399747066612672e-22,21.759457064842273
'ARPC5L',1.0891719890087288,6.805107428250144e-30,29.167165014453598
'MRPS6',1.0884665292425653,1.0328585775240842e-19,18.98595913947318
'CETN2',1.0881845084625443,3.2294732321884913e-21,20.49086831079911
'BLCAP',1.0881667630907406,4.46922713417784e-30,29.349767573150462
'PTRH2',1.087953728730403,4.47784239771936e-19,18.348931195930128
'DDX47',1.0876301047574293,1.0314904290737023e-34,33.986534797375526
'FSTL1',1.0875550431360816,3.811709623500667e-20,19.418880191379646
'KYNU',1.087221341692371,1.1397023211278583e-11,10.943208567236722
'YARS',1.0870325195569743,1.3191854981399908e-27,26.879694131554256
'PPT1',1.0862169403747903,4.877833437982257e-45,44.31177303350163
'PARL',1.0860737460137921,1.035833906294114e-31,30.984709877180425
'C22orf28',1.0859422483711911,1.0971671385481463e-33,32.95972720850547
'TRAFD1',1.085357624629608,1.2960296289994497e-23,22.887385069789595
'POLR3K',1.0851812808255241,7.821461452273189e-13,12.10671209075643
'NDUFA9',1.0848247623930192,1.852128751024913e-40,39.73232882655467
'SSNA1',1.0839825015692057,2.0525052360944328e-25,24.68771572628939
'C14orf166',1.0839025434341572,1.4745061327083369e-33,32.83135341680777
'POLR2G',1.0825779428155453,2.1411911641192425e-34,33.669344557452895
'DDX41',1.0808816009862023,8.92625118369057e-20,19.04933089632633
'PSMC2',1.0806892129603431,6.611512890629182e-37,36.17969915097244
'H2AFY',1.0791554960100322,1.6290078065218238e-34,33.78807683446299
'KPNA2',1.078577032961866,2.4600934391672913e-24,23.609048397228296
'MRPS28',1.077881380138729,6.502371316332966e-28,27.186928233850967
'SLC9A3R1',1.077617954568182,4.877781018741161e-44,43.3117777006371
'MED30',1.0768253864729218,5.785317430403509e-22,21.237672807068233
'MAD2L2',1.0762610409171267,3.133691589799364e-21,20.503943747956498
'SNRPC',1.0753986132720834,2.195836564144962e-43,42.65839998750583
'GRPEL1',1.0753119527725816,1.5992063813398006e-26,25.796095485913995
'PSMC1',1.0752939568198805,2.1152733460453184e-51,50.67463350298942
'SRP68',1.0749137207913875,3.4679006534018896e-28,27.45993335245804
'PHB2',1.0730716041406132,7.421139057781913e-43,42.129529430496845
'LRRC41',1.0730333985336067,1.482260684954772e-24,23.829075410336905
'FLOT2',1.072821581802691,1.6821427263521592e-26,25.774137157980775
'PSMC6',1.0724840086773402,1.8690101664067353e-37,36.72838833628712
'METTL1',1.0721908115665126,3.951656605137757e-15,14.40322080218497
'PSMD9',1.0718068597401087,8.380038419779239e-34,33.07675399026473
'ACSL1',1.0711592929017932,1.3748454401991968e-22,21.861746122373013
'COPZ1',1.070566573748285,6.191963249947073e-41,40.208171629907945
'NUP88',1.0704862089803762,1.700307883186367e-17,16.76947243164394
'C16orf91',1.069708324814687,3.647134829399516e-17,16.43804818113869
'CDK7',1.0686146745312208,9.987592892646499e-21,20.0005391683712
'TMEM98',1.0683797815447031,1.0882475209483838e-21,20.96327231350175
'DCTN1',1.0682640312675804,2.416290110650682e-31,30.616850923572944
'SAFB',1.068240453703135,7.606162887080033e-32,31.11883437834561
'MEA1',1.0660669577696873,6.902521447955246e-30,29.160992235219066
'CMC2',1.0659412956575276,2.5333538523866165e-25,24.59630414483011
'ESYT1',1.0657254005777983,1.0271878616601394e-25,24.98835012132854
'FARSB',1.0652413978281592,1.728132452629719e-26,25.76242297410151
'ZNF511',1.0643373471841966,5.42271783025751e-15,14.265782993379474
'LCMT1',1.0637702538454108,7.128769092188487e-15,14.146985452282728
'NT5C3B',1.0627514403710079,2.0554914946311738e-16,15.687084315936607
'STOML2',1.0626699163910545,1.571376793720187e-32,31.803719664856445
'PPHLN1',1.0621128805393296,1.180813172814939e-30,29.927818810628647
'ATP6V0D1',1.0619240324099835,4.0185618253579815e-29,28.395929345687417
'NUTF2',1.0610638803846493,7.376351678923605e-62,61.13215838580272
'PNO1',1.0605597459027722,4.1587896506183246e-18,17.381033045464832
'LAMB3',1.0579878307392008,2.403957270568683e-37,36.61907325602086
'CAPN1',1.0579788091833306,3.365010102419679e-38,37.47301362760091
'LPCAT3',1.056938412250965,8.263208842765098e-22,21.0828512708289
'SLC16A1',1.0561403047938256,2.0659617785100113e-31,30.684877717441637
'PPP4C',1.0558105391199684,2.9001201349645535e-30,29.537584011455685
'MTX1',1.0549522673690837,2.77938906269343e-22,21.55605065582999
'PGRMC1',1.0539751378837947,1.998001543932546e-28,27.699404180513877
'DECR1',1.0533881652623678,2.7726590582857487e-25,24.557103530425195
'FTSJ1',1.0522779644513107,4.1608309651093496e-21,20.380819927180234
'EIF3F',1.0521591601206572,4.794070764699748e-35,34.31929555968664
'ABCF3',1.0509214477390778,5.028152608712592e-28,27.298591549578767
'NOP16',1.0508395780892705,5.019405902570584e-28,27.299347682955368
'RARS',1.050158113872486,3.984998050833548e-23,22.399571886692573
'LSM1',1.0497418099307525,2.2205389240030928e-23,22.653541609641128
'PDCD10',1.0494292177848894,2.6681201443622577e-35,34.57379461821172
'UBE2V2',1.049168632826496,5.632788565767843e-41,40.249276550281365
'CDK10',1.0491295949946469,3.155316949470493e-22,21.500957009639354
'KRT5',1.0489934000431314,1.5947364890099596e-72,71.79731106860893
'PTRH1',1.0488543638983185,2.6147684285949275e-15,14.582566767460818
'ACO2',1.048524748854586,2.0516882401679091e-29,28.68788863082197
'COPB2',1.0482716713064872,4.0974261711834044e-36,35.387488862952466
'MARS',1.0479740561612283,1.8312255361140594e-31,30.73725816413206
'LTV1',1.047949960937047,6.054209219316591e-20,19.21794257491815
'SF3B14',1.0479135589876098,8.905316109044864e-43,42.050350659920305
'PSMA6',1.047744905513206,5.761602762304007e-56,55.23945668775752
'PSMC4',1.0477403504302785,2.7509019446888016e-35,34.56052488966831
'NDUFA12',1.0445050641171296,2.1081036021449662e-41,40.676108049657664
'ZNF207',1.0440998287531362,1.5701291960496529e-38,37.80406461076086
'SMS',1.0433541703590485,8.8030382992625e-34,33.055367408660345
'SF3B5',1.0425756976708174,2.5285628730613617e-26,25.59712624310554
'EI24',1.0414724190546125,1.382780728575542e-23,22.859246681726987
'GRWD1',1.0405541375484664,4.6006054874142403e-17,16.337185006897126
'POLR1D',1.0401045842181975,1.044760734833788e-28,27.980983157820013
'MAEA',1.039715013969451,3.8174713501810372e-22,21.418224213604866
'MRPS21',1.0396661320336016,1.0869711448152662e-36,35.96378198472129
'ISCA2',1.0392085336989088,6.3370005384054105e-24,23.19811625597615
'NAA10',1.039026455245854,3.347214169121078e-25,24.475316498729242
'C1orf43',1.038623179368824,1.6415796175548607e-32,31.784738048891867
'ASCC2',1.0358637738185856,3.5035127252255544e-27,26.455496300752053
'PRDX6',1.0356893136503267,7.288381053235537e-37,36.1373689295324
'PDE6D',1.0354687324445335,6.606127808316249e-15,14.180053028296808
'METTL23',1.0348354761957133,1.1800417934948318e-17,16.928102611030518
'FAM213A',1.0347112043294229,1.0597037469517541e-37,36.97481553006241
'NDUFB5',1.0341336240349523,5.631674560784855e-34,33.24936244984232
'ADM',1.034124549550902,2.618266756339187e-28,27.581986108394766
'APTX',1.034066377581319,1.6681122002388664e-22,21.777774741284727
'SERPINB3',1.0335872834700148,1.204649403249335e-05,4.919139330175386
'OXA1L',1.033045886752289,1.2356828207125553e-23,22.908092991133746
'CHMP4A',1.0326882023656776,1.6573484232227518e-26,25.780586180551015
'MAPRE1',1.032099369024475,6.82000432518538e-30,29.16621534991778
'ZNF146',1.0308693544551017,1.9118280604736414e-27,26.718551168412027
'SQRDL',1.029805713389319,1.0152514231666039e-30,29.99342639304899
'UTP18',1.0293907117265364,2.282323919048077e-21,20.641622718256126
'DCTPP1',1.0290211018580666,1.6837508143525058e-22,21.773722181220723
'ACAD9',1.0280713893354776,7.068170572347482e-23,22.15069297844436
'PEPD',1.0272441040816918,5.0563847518455706e-18,17.29615988701089
'TWF2',1.0254462512357205,6.426118350766755e-17,16.1920512802455
'CBWD1',1.0248052856592083,1.8183904921891226e-36,35.74031284807092
'SNW1',1.0245382492805528,1.3695773255270218e-30,29.863413442707817
'GJB2',1.0243339932626387,2.3960037571079265e-21,20.6205125052769
'IFI27',1.0240268528314924,4.3826657036879394e-64,63.35826165473517
'DDX56',1.0233657058250942,9.153990462411093e-27,26.038389544402097
'UBL7',1.023263225123643,1.6046743477632006e-18,17.794613089937783
'NDUFB3',1.0230167495631595,2.346582793917702e-44,43.629564118073155
'NMI',1.0227988900889782,4.5178140590290974e-26,25.345071647430572
'BAD',1.0227358167020475,9.927747842527469e-27,26.003149262128748
'CDH1',1.0222136486953004,2.0077832382068166e-38,37.697283175756155
'SDF2',1.021524524669671,4.118435109375601e-19,18.385267772429387
'POLR2K',1.0208286346507773,2.5405033295598546e-33,32.59508023157103
'JKAMP',1.0207041825158953,2.6763307305040388e-25,24.572460219171163
'PSMA4',1.020630934234756,4.455337713859614e-50,49.351119370929716
'MRPL48',1.0206165702842902,7.830186710088276e-17,16.10622788210626
'MED8',1.0193893057582701,6.6978095764254775e-22,21.174067203927123
'VPS25',1.018999008231707,1.1328394611071801e-23,22.945831631262173
'ARF5',1.018936775831203,8.779245972721108e-37,36.056542782949116
'FLII',1.018681117040072,9.477782993913151e-29,28.02329323925605
'HSPD1',1.018530862173279,1.3481605336431447e-51,50.870258390646185
'CCT3',1.0177840246568217,3.3901697076727392e-43,42.46977856101195
'DEGS1',1.0171214938011555,1.9006699035975368e-34,33.72109330212152
'AGTRAP',1.0169450051276108,1.5388803354223198e-21,20.812795149945206
'DNASE2',1.015624052014966,3.5143699616558906e-17,16.454152521768357
'PFKL',1.0150629320535476,7.988417515333764e-29,28.09753924476941
'PRPF6',1.014114546375499,3.7262011370903644e-24,23.428733705969353
'SERPINE1',1.0132774245371245,1.0386782659415053e-17,16.983518955777292
'NME1',1.0132029603657302,4.571015142086235e-46,45.339987340050946
'C1QBP',1.0128401703767187,9.331951275123153e-50,49.03002753745226
'JAGN1',1.0108810765393432,1.8320996320235865e-18,17.73705091251232
'ID1',1.0107917421438752,2.750769215537349e-27,26.560545844587782
'CSE1L',1.0106760018210934,2.1684440764600735e-33,32.663851773698745
'HSPA2',1.0103829298206572,2.4632815036626185e-22,21.608485954177393
'MMADHC',1.0091865092800607,2.315309351367562e-31,30.635390974142272
'SLBP',1.0089120111619154,1.0348180606525028e-21,20.985136000159134
'HDDC2',1.0074349147840989,9.748918564809667e-24,23.01104355736651
